street_address,living_area,state_code,market_value,CAMPNAME,x,y
18044 BENCHMARK DR DALLAS TX 75252,2199,A1,242047,FRANKFORD EL,-96.77634497,32.99743599
1805 MIDCREST DR PLANO TX 75075,2052,A1,151222,WILSON EL,-96.72828699,33.01177299
1805 NORTHCREST DR PLANO TX 75075,2027,A1,142096,WILSON EL,-96.72851498,33.01003001
1805 WESTLAKE DR PLANO TX 75075,2345,A1,165459,WILSON EL,-96.72861296,33.00919098
1805 WESTRIDGE DR PLANO TX 75075,2328,A1,166352,WILSON EL,-96.72832304,33.01091099
1808 MIDCREST DR PLANO TX 75075,1968,A1,128653,WILSON EL,-96.72855899,33.011293
1808 NORTHCREST DR PLANO TX 75075,2049,A1,154324,WILSON EL,-96.72882,33.00955602
1808 WESTLAKE DR PLANO TX 75075,1803,A1,132259,WILSON EL,-96.72878899,33.00870802
1808 WESTRIDGE DR PLANO TX 75075,2273,A1,137542,WILSON EL,-96.72876996,33.01043301
1809 MIDCREST DR PLANO TX 75075,2948,A1,172026,WILSON EL,-96.72855697,33.01175199
1809 NORTHCREST DR PLANO TX 75075,2416,A1,177548,WILSON EL,-96.728777,33.01006002
1809 WESTLAKE DR PLANO TX 75075,2135,A1,152131,WILSON EL,-96.72890901,33.00914799
1809 WESTRIDGE DR PLANO TX 75075,2005,A1,141784,WILSON EL,-96.72858204,33.010884
18093 COIT RD DALLAS TX 75252,11210,F1,1905262,FRANKFORD EL,-96.76881098,32.997092
18101 COIT RD DALLAS TX 75252,3392,F1,830000,FRANKFORD EL,-96.76840999,32.99800001
18104 ARAMIS LN DALLAS TX 75252,2308,A1,245148,FRANKFORD EL,-96.77675904,32.99588601
18108 ARAMIS LN DALLAS TX 75252,2792,A1,240522,FRANKFORD EL,-96.77676096,32.99611098
18112 ARAMIS LN DALLAS TX 75252,2348,A1,244653,FRANKFORD EL,-96.77676599,32.99630901
1816 NORTHCREST DR PLANO TX 75075,2521,A1,156390,WILSON EL,-96.72930204,33.00954499
17800 BENCHMARK DR DALLAS TX 75252,2276,A1,236103,FRANKFORD EL,-96.76943904,32.996049
1816 WESTLAKE DR PLANO TX 75075,1816,A1,132908,WILSON EL,-96.72931403,33.00872101
2105 WESTLAKE DR PLANO TX 75075,2069,A1,131297,WILSON EL,-96.734415,33.00970999
2016 MIDCREST DR PLANO TX 75075,2274,A1,143737,WILSON EL,-96.73208098,33.01186402
17903 BENCHMARK DR DALLAS TX 75252,2266,A1,241168,FRANKFORD EL,-96.77286003,32.99653402
17800 DICKERSON ST TX,65736,F2,4400000,FRANKFORD EL,-96.77342103,32.99174598
1816 WESTRIDGE DR PLANO TX 75075,2130,A1,146937,WILSON EL,-96.72930104,33.010437
2200 WESTLAKE DR PLANO TX 75075,1852,A1,121184,WILSON EL,-96.73572199,33.009258
2105 WESTRIDGE DR PLANO TX 75075,2321,A1,159712,WILSON EL,-96.734401,33.011452
2016 NORTHCREST DR PLANO TX 75075,1952,A1,127637,WILSON EL,-96.73246696,33.01010101
17904 BENCHMARK DR DALLAS TX 75252,3679,A1,324502,FRANKFORD EL,-96.77286397,32.99608701
17801 CARROLLWOOD DR DALLAS TX 75252,2581,A1,271545,FRANKFORD EL,-96.77831304,32.99357202
1817 NORTHCREST DR PLANO TX 75075,2192,A1,146311,WILSON EL,-96.729323,33.01003701
2200 WESTRIDGE DR PLANO TX 75075,2350,A1,141017,WILSON EL,-96.73570003,33.010992
2108 GRANDVIEW DR PLANO TX 75075,2395,A1,160374,WILSON EL,-96.73466403,33.01182902
2108 NORTHCREST DR PLANO TX 75075,2114,A1,133171,WILSON EL,-96.73466202,33.01011501
2108 WESTLAKE DR PLANO TX 75075,1723,A1,129407,WILSON EL,-96.73468901,33.00926801
2108 WESTRIDGE DR PLANO TX 75075,2280,A1,152688,WILSON EL,-96.73465104,33.01098098
2109 NORTHCREST DR PLANO TX 75075,1950,A1,140200,WILSON EL,-96.73467099,33.01058401
2109 WESTLAKE DR PLANO TX 75075,1774,A1,136582,WILSON EL,-96.73469596,33.00972801
2109 WESTRIDGE DR PLANO TX 75075,2261,A1,162612,WILSON EL,-96.73466101,33.011445
2112 GRANDVIEW DR PLANO TX 75075,2298,A1,156770,WILSON EL,-96.734932,33.011826
2112 NORTHCREST DR PLANO TX 75075,2112,A1,151622,WILSON EL,-96.73492404,33.01011501
2112 WESTLAKE DR PLANO TX 75075,1808,A1,140791,WILSON EL,-96.734946,33.009251
2112 WESTRIDGE DR PLANO TX 75075,2574,A1,158657,WILSON EL,-96.73491599,33.01098999
2113 NORTHCREST DR PLANO TX 75075,1991,A1,161708,WILSON EL,-96.73492404,33.010582
2113 WESTLAKE DR PLANO TX 75075,1998,A1,142903,WILSON EL,-96.73494197,33.00972101
2113 WESTRIDGE DR PLANO TX 75075,2320,A1,139159,WILSON EL,-96.73492202,33.011444
2116 GRANDVIEW DR PLANO TX 75075,2321,A1,139507,WILSON EL,-96.73518203,33.01182299
2116 NORTHCREST DR PLANO TX 75075,2010,A1,128193,WILSON EL,-96.73518597,33.01011999
2116 WESTLAKE DR PLANO TX 75075,1704,A1,128094,WILSON EL,-96.73518798,33.009252
2116 WESTRIDGE DR PLANO TX 75075,2018,A1,151673,WILSON EL,-96.735177,33.01098098
2117 NORTHCREST DR PLANO TX 75075,2012,A1,145971,WILSON EL,-96.73516904,33.01060199
2117 WESTLAKE DR PLANO TX 75075,1916,A1,126715,WILSON EL,-96.73519201,33.00971598
2117 WESTRIDGE DR PLANO TX 75075,2127,A1,146516,WILSON EL,-96.73517197,33.01143801
212 COIT RD PLANO TX 75075,4096,F1,2324709,FRANKFORD EL,-96.76715798,33.00038299
2120 GRANDVIEW DR PLANO TX 75075,2224,A1,135840,WILSON EL,-96.73543198,33.01182801
2120 NORTHCREST DR PLANO TX 75075,1984,A1,133805,WILSON EL,-96.73544497,33.01011899
2120 WESTLAKE DR PLANO TX 75075,1833,A1,132980,WILSON EL,-96.73545503,33.00926998
2120 WESTRIDGE DR PLANO TX 75075,3250,A1,205784,WILSON EL,-96.73543298,33.010969
2121 NORTHCREST DR PLANO TX 75075,1921,A1,126014,WILSON EL,-96.73543198,33.01058699
2121 WESTLAKE DR PLANO TX 75075,2026,A1,120063,WILSON EL,-96.73545897,33.00972298
2121 WESTRIDGE DR PLANO TX 75075,2138,A1,169887,WILSON EL,-96.73544698,33.01146998
213 COIT RD PLANO TX 75075,1936,F1,413056,FRANKFORD EL,-96.76825803,33.00036899
216 COIT RD DALLAS TX 75252,4970,F1,1842346,FRANKFORD EL,-96.76708297,33.000881
217 COIT RD PLANO TX 75075,4000,F1,393338,FRANKFORD EL,-96.76912497,33.00084102
22 CROWN PL RICHARDSON TX 75080,1879,A1,169198,ALDRIDGE EL,-96.72878303,32.99437702
2200 GRANDVIEW DR PLANO TX 75075,1882,A1,140452,WILSON EL,-96.73570297,33.011839
17802 CARROLLWOOD DR DALLAS TX 75252,2828,A1,273553,FRANKFORD EL,-96.77829703,32.99311801
2016 WESTLAKE DR PLANO TX 75075,1569,A1,125756,WILSON EL,-96.73274198,33.00924002
1817 WESTLAKE DR PLANO TX 75075,2096,A1,151317,WILSON EL,-96.72949298,33.009165
17803 BENCHMARK DR DALLAS TX 75252,3305,A1,294584,FRANKFORD EL,-96.76971899,32.996502
2016 WESTRIDGE DR PLANO TX 75075,2341,A1,168633,WILSON EL,-96.73243402,33.01096698
2201 NORTHCREST DR PLANO TX 75075,2366,A1,157090,WILSON EL,-96.73569199,33.01059399
1820 NORTHCREST DR PLANO TX 75075,3175,A1,281563,WILSON EL,-96.72965098,33.00957701
17905 CARROLLWOOD DR DALLAS TX 75252,2567,A1,262407,FRANKFORD EL,-96.77679399,32.99335899
17804 BENCHMARK DR DALLAS TX 75252,2623,A1,245451,FRANKFORD EL,-96.76963702,32.99605399
2017 NORTHCREST DR PLANO TX 75075,2275,A1,211697,WILSON EL,-96.73245397,33.01057098
2201 W PLANO PKWY PLANO TX 75075,157957,F3,17928000,WILSON EL,-96.73627998,33.00819601
1820 WESTLAKE DR PLANO TX 75075,1867,A1,133893,WILSON EL,-96.72955903,33.00870601
17906 CARROLLWOOD DR DALLAS TX 75252,2542,A1,235033,FRANKFORD EL,-96.77677203,32.99290302
17804 DICKERSON ST DALLAS TX 75252,0,C3,15061,FRANKFORD EL,-96.772597,32.99197699
2017 WESTLAKE DR PLANO TX 75075,1846,A1,123473,WILSON EL,-96.73275002,33.00969101
2201 WESTLAKE DR PLANO TX 75075,1814,A1,124015,WILSON EL,-96.73577698,33.00974101
1820 WESTRIDGE DR PLANO TX 75075,2800,A1,188006,WILSON EL,-96.72956498,33.01039898
17907 BENCHMARK DR DALLAS TX 75252,3305,A1,292557,FRANKFORD EL,-96.773172,32.99654001
17908 BENCHMARK DR DALLAS TX 75252,3414,A1,295341,FRANKFORD EL,-96.773144,32.99610201
17909 CARROLLWOOD DR DALLAS TX 75252,2865,A1,274454,FRANKFORD EL,-96.77654697,32.99331302
17910 CARROLLWOOD DR DALLAS TX 75252,2597,A1,247000,FRANKFORD EL,-96.77648302,32.99285302
17911 BENCHMARK DR DALLAS TX 75252,3514,A1,307160,FRANKFORD EL,-96.77340301,32.996538
17912 BENCHMARK DR DALLAS TX 75252,2992,A1,289637,FRANKFORD EL,-96.77333402,32.996085
17913 CARROLLWOOD DR DALLAS TX 75252,2613,A1,259657,FRANKFORD EL,-96.77628202,32.99327798
17914 CARROLLWOOD DR DALLAS TX 75252,2542,A1,252000,FRANKFORD EL,-96.77622796,32.99282699
17915 BENCHMARK DR DALLAS TX 75252,3305,A1,307164,FRANKFORD EL,-96.77361901,32.996545
17916 BENCHMARK DR DALLAS TX 75252,3470,A1,309984,FRANKFORD EL,-96.77356796,32.99608999
17917 CARROLLWOOD DR DALLAS TX 75252,2498,A1,254108,FRANKFORD EL,-96.776034,32.993266
17918 CARROLLWOOD DR DALLAS TX 75252,2724,A1,276128,FRANKFORD EL,-96.77597499,32.99279598
17919 BENCHMARK DR DALLAS TX 75252,3439,A1,301454,FRANKFORD EL,-96.77385404,32.99656201
17919 WATERVIEW PKWY DALLAS TX 75252,70424,EX2,5450482,FRANKFORD EL,-96.75738804,32.99198901
17920 BENCHMARK DR DALLAS TX 75252,3414,A1,299846,FRANKFORD EL,-96.77377801,32.996121
17922 CARROLLWOOD DR DALLAS TX 75252,2793,A1,267778,FRANKFORD EL,-96.77563896,32.99287402
17923 BENCHMARK DR DALLAS TX 75252,3789,A1,326133,FRANKFORD EL,-96.77410298,32.99654998
17924 BENCHMARK DR DALLAS TX 75252,3226,A1,304631,FRANKFORD EL,-96.77399804,32.99610901
17926 CARROLLWOOD DR DALLAS TX 75252,2649,A1,264747,FRANKFORD EL,-96.77550997,32.99311102
17927 BENCHMARK DR DALLAS TX 75252,3881,A1,338648,FRANKFORD EL,-96.77435402,32.99656201
17928 BENCHMARK DR DALLAS TX 75252,2819,A1,259322,FRANKFORD EL,-96.77421798,32.996093
17930 CARROLLWOOD DR DALLAS TX 75252,3088,A1,274317,FRANKFORD EL,-96.77550997,32.99332999
17931 BENCHMARK DR DALLAS TX 75252,3666,A1,298000,FRANKFORD EL,-96.77459399,32.996553
17932 BENCHMARK DR DALLAS TX 75252,3327,A1,287436,FRANKFORD EL,-96.77441504,32.99611601
17934 CARROLLWOOD DR DALLAS TX 75252,2697,A1,240631,FRANKFORD EL,-96.77551701,32.99355002
17935 BENCHMARK DR DALLAS TX 75252,4051,A1,330000,FRANKFORD EL,-96.77482801,32.99657002
17936 BENCHMARK DR DALLAS TX 75252,3422,A1,290054,FRANKFORD EL,-96.77462802,32.99611501
17938 CARROLLWOOD DR DALLAS TX 75252,2641,A1,260559,FRANKFORD EL,-96.77549898,32.99377302
17940 BENCHMARK DR DALLAS TX 75252,3497,A1,336698,FRANKFORD EL,-96.77485903,32.99611601
18 CROWN PL RICHARDSON TX 75080,1970,A1,192586,ALDRIDGE EL,-96.72938502,32.99420599
18 WALNUT CREEK PL RICHARDSON TX 75080,2726,A1,240109,HARMONY EL,-96.73955898,32.991878
18 WILLOW CREEK PL RICHARDSON TX 75080,2135,A1,213445,HARMONY EL,-96.73909303,32.99109001
1800 MIDCREST DR PLANO TX 75075,1936,A1,126957,WILSON EL,-96.728001,33.01128399
17804 DICKERSON ST TX,4442,F2,165233,FRANKFORD EL,-96.772597,32.99197699
2017 WESTRIDGE DR PLANO TX 75075,2289,A1,158580,WILSON EL,-96.73213596,33.01142099
1821 NORTHCREST DR PLANO TX 75075,2286,A1,125708,WILSON EL,-96.72959901,33.01004099
17805 CARROLLWOOD DR DALLAS TX 75252,2534,A1,217704,FRANKFORD EL,-96.77806301,32.99355798
2020 MIDCREST DR PLANO TX 75075,2249,A1,139103,WILSON EL,-96.73233998,33.01188698
2201 WESTRIDGE DR PLANO TX 75075,2231,A1,139753,WILSON EL,-96.73570104,33.011459
1821 WESTLAKE DR PLANO TX 75075,1996,A1,142436,WILSON EL,-96.729727,33.00916601
17806 CARROLLWOOD DR DALLAS TX 75252,2597,A1,251662,FRANKFORD EL,-96.77805203,32.99308302
2020 NORTHCREST DR PLANO TX 75075,1890,A1,141872,WILSON EL,-96.73272597,33.01010201
2204 GRANDVIEW DR PLANO TX 75075,1892,A1,137729,WILSON EL,-96.73597102,33.01183501
1824 WESTLAKE DR PLANO TX 75075,1783,A1,121855,WILSON EL,-96.72983203,33.00871502
17807 BENCHMARK DR DALLAS TX 75252,2057,A1,215276,FRANKFORD EL,-96.76991597,32.99652098
2020 WESTLAKE DR PLANO TX 75075,1810,A1,131862,WILSON EL,-96.73299704,33.009251
2204 NORTHCREST DR PLANO TX 75075,2161,A1,165011,WILSON EL,-96.73597001,33.01010302
18325 WATERVIEW PKWY DALLAS TX 75252,241190,F3,10896363,FRANKFORD EL,-96.75780202,32.99607498
17808 BENCHMARK DR DALLAS TX 75252,2638,A1,245253,FRANKFORD EL,-96.76982603,32.996064
2020 WESTRIDGE DR PLANO TX 75075,2437,A1,141109,WILSON EL,-96.73269898,33.01098098
2021 NORTHCREST DR PLANO TX 75075,2121,EX7,147706,WILSON EL,-96.73270702,33.01057999
2021 WESTLAKE DR PLANO TX 75075,1828,A1,136166,WILSON EL,-96.73300802,33.00971498
2021 WESTRIDGE DR PLANO TX 75075,2208,A1,146655,WILSON EL,-96.73239798,33.011423
2024 MIDCREST DR PLANO TX 75075,2126,A1,138581,WILSON EL,-96.73260099,33.01187399
2024 NORTHCREST DR PLANO TX 75075,2053,A1,131689,WILSON EL,-96.73298698,33.01010499
2024 WESTLAKE DR PLANO TX 75075,2248,A1,124407,WILSON EL,-96.73325897,33.00924501
2024 WESTRIDGE DR PLANO TX 75075,2226,A1,144000,WILSON EL,-96.73296803,33.01099699
2025 NORTHCREST DR PLANO TX 75075,1992,A1,144140,WILSON EL,-96.73298103,33.010567
2025 WESTLAKE DR PLANO TX 75075,1999,A1,148280,WILSON EL,-96.73332401,33.00975002
2025 WESTRIDGE DR PLANO TX 75075,2799,A1,139745,WILSON EL,-96.73265296,33.011452
2028 MIDCREST DR PLANO TX 75075,2307,A1,141155,WILSON EL,-96.73288002,33.011811
2028 NORTHCREST DR PLANO TX 75075,1940,A1,127126,WILSON EL,-96.733249,33.01009799
2028 WESTLAKE DR PLANO TX 75075,2169,A1,133051,WILSON EL,-96.73352803,33.00923302
2028 WESTRIDGE DR PLANO TX 75075,2229,A1,136706,WILSON EL,-96.73323701,33.010977
2029 NORTHCREST DR PLANO TX 75075,2718,A1,154921,WILSON EL,-96.73324799,33.01057999
2029 WESTLAKE DR PLANO TX 75075,1942,A1,140453,WILSON EL,-96.73352501,33.00971401
2029 WESTRIDGE DR PLANO TX 75075,2104,A1,134316,WILSON EL,-96.73292897,33.01142401
2032 NORTHCREST DR PLANO TX 75075,2611,A1,148715,WILSON EL,-96.73351898,33.01010901
2032 WESTRIDGE DR PLANO TX 75075,2282,A1,142451,WILSON EL,-96.73350599,33.01097499
2033 NORTHCREST DR PLANO TX 75075,2163,A1,138046,WILSON EL,-96.73351998,33.01057899
2033 WESTRIDGE DR PLANO TX 75075,2522,A1,166661,WILSON EL,-96.73347397,33.01141399
2041 MIDCREST DR PLANO TX 75075,2604,A1,195402,WILSON EL,-96.73346902,33.01170698
209 COIT RD PLANO TX 75075,5290,F1,612499,FRANKFORD EL,-96.76842198,33.00029401
18325 WATERVIEW PKWY DALLAS TX 75252,241190,F3,10896363,FRANKFORD EL,-96.75780202,32.99607498
17809 CARROLLWOOD DR DALLAS TX 75252,2615,A1,260650,FRANKFORD EL,-96.77779797,32.99352198
2204 WESTLAKE DR PLANO TX 75075,1900,A1,128016,WILSON EL,-96.73597898,33.00926102
18325 WATERVIEW PWY RICHARDSON TX 75080,0,C3,749502,FRANKFORD EL,-96.75582033,32.99644482
17810 BENCHMARK DR DALLAS TX 75252,2158,A1,204116,FRANKFORD EL,-96.76998503,32.99606601
2204 WESTRIDGE DR PLANO TX 75075,2312,A1,193464,WILSON EL,-96.73596096,33.01098899
18325 WATERVIEW PWY RICHARDSON TX 75080,0,C3,749502,FRANKFORD EL,-96.75582033,32.99644482
17810 CARROLLWOOD DR DALLAS TX 75252,2286,A1,230803,FRANKFORD EL,-96.777789,32.99308101
2205 NORTHCREST DR PLANO TX 75075,2308,A1,144751,WILSON EL,-96.73588703,33.01062299
19 CROWN PL RICHARDSON TX 75080,2740,A1,226603,ALDRIDGE EL,-96.72931101,32.994222
17811 BENCHMARK DR DALLAS TX 75252,1907,A1,205246,FRANKFORD EL,-96.77010297,32.996503
2205 WESTLAKE DR PLANO TX 75075,1825,A1,102825,WILSON EL,-96.73597496,33.00972001
19 WILLOW CREEK PL RICHARDSON TX 75080,3144,A1,242280,HARMONY EL,-96.73881198,32.99118498
17811 WATERVIEW PKWY DALLAS TX 75252,76413,EX7,3456702,FRANKFORD EL,-96.75855203,32.99081199
2205 WESTRIDGE DR PLANO TX 75075,3324,A1,160037,WILSON EL,-96.73594897,33.01146101
1900 MIDCREST DR PLANO TX 75075,2302,A1,162984,WILSON EL,-96.72932199,33.011294
17813 CARROLLWOOD DR DALLAS TX 75252,2546,A1,265361,FRANKFORD EL,-96.77755901,32.99347898
2208 GRANDVIEW DR PLANO TX 75075,2784,A1,169217,WILSON EL,-96.73624402,33.011825
1900 NORTHCREST DR PLANO TX 75075,2637,A1,159469,WILSON EL,-96.73016898,33.00960702
17814 BENCHMARK DR DALLAS TX 75252,3434,A1,293000,FRANKFORD EL,-96.77026398,32.996063
2208 NORTHCREST DR PLANO TX 75075,2305,A1,155021,WILSON EL,-96.73622399,33.01012498
1900 WESTLAKE DR PLANO TX 75075,1999,A1,141420,WILSON EL,-96.73015398,33.00873099
17814 CARROLLWOOD DR DALLAS TX 75252,2562,A1,249061,FRANKFORD EL,-96.77754098,32.99302699
2208 WESTLAKE DR PLANO TX 75075,2040,A1,114544,WILSON EL,-96.73623798,33.009266
1900 WESTRIDGE DR PLANO TX 75075,1935,A1,132483,WILSON EL,-96.73004996,33.01049999
17815 BENCHMARK DR DALLAS TX 75252,1917,A1,208696,FRANKFORD EL,-96.77029701,32.99648402
2208 WESTRIDGE DR PLANO TX 75075,2535,A1,169091,WILSON EL,-96.73622097,33.01095802
2209 NORTHCREST DR PLANO TX 75075,2138,A1,148131,WILSON EL,-96.73620798,33.01060199
2209 WESTLAKE DR PLANO TX 75075,1984,A1,142222,WILSON EL,-96.73621703,33.00972902
2209 WESTRIDGE DR PLANO TX 75075,2190,A1,149875,WILSON EL,-96.73621502,33.01145598
221 COIT RD PLANO TX 75075,10325,F1,760079,FRANKFORD EL,-96.76854804,33.00086201
2212 GRANDVIEW DR PLANO TX 75075,1882,A1,137243,WILSON EL,-96.73650704,33.01183099
2212 NORTHCREST DR PLANO TX 75075,2377,A1,185633,WILSON EL,-96.73650302,33.01011199
2212 WESTLAKE DR PLANO TX 75075,2096,A1,131809,WILSON EL,-96.73650201,33.00926299
2212 WESTRIDGE DR PLANO TX 75075,1933,A1,141976,WILSON EL,-96.736486,33.01100202
2213 NORTHCREST DR PLANO TX 75075,2175,A1,151057,WILSON EL,-96.73647703,33.010574
2213 WESTLAKE DR PLANO TX 75075,1968,A1,130230,WILSON EL,-96.73649204,33.00973602
2213 WESTRIDGE DR PLANO TX 75075,2189,A1,150195,WILSON EL,-96.736485,33.011437
2216 GRANDVIEW DR PLANO TX 75075,2528,A1,160883,WILSON EL,-96.73677501,33.01182001
2216 WESTLAKE DR PLANO TX 75075,2074,A1,144982,WILSON EL,-96.73677401,33.009301
2216 WESTRIDGE DR PLANO TX 75075,1991,A1,134339,WILSON EL,-96.73676001,33.010955
2217 NORTHCREST DR PLANO TX 75075,2016,A1,130987,WILSON EL,-96.73675699,33.01054902
2217 WESTLAKE DR PLANO TX 75075,2522,A1,157979,WILSON EL,-96.73676998,33.00980701
2217 WESTRIDGE DR PLANO TX 75075,2288,A1,138478,WILSON EL,-96.73675397,33.01141902
2220 GRANDVIEW DR PLANO TX 75075,2298,A1,158678,WILSON EL,-96.73700702,33.01177701
2220 WESTLAKE DR PLANO TX 75075,1966,A1,145566,WILSON EL,-96.73703803,33.00941398
2220 WESTRIDGE DR PLANO TX 75075,2170,A1,141099,WILSON EL,-96.73701599,33.01089301
2221 NORTHCREST DR PLANO TX 75075,1993,A1,144559,WILSON EL,-96.73701398,33.01043901
2221 WESTLAKE DR PLANO TX 75075,1856,A1,126993,WILSON EL,-96.73694097,33.00997599
2221 WESTRIDGE DR PLANO TX 75075,2564,A1,166008,WILSON EL,-96.73702203,33.01135699
2224 GRANDVIEW DR PLANO TX 75075,2328,A1,141239,WILSON EL,-96.73729896,33.01173799
2224 WESTLAKE DR PLANO TX 75075,1846,A1,119105,WILSON EL,-96.73724297,33.00956201
2224 WESTRIDGE DR PLANO TX 75075,1954,A1,143032,WILSON EL,-96.73726602,33.01079398
2225 NORTHCREST DR PLANO TX 75075,2492,A1,147121,WILSON EL,-96.73724297,33.01035402
2225 WESTRIDGE DR PLANO TX 75075,2282,A1,139502,WILSON EL,-96.73726502,33.01131001
2228 GRANDVIEW DR PLANO TX 75075,2548,A1,149057,WILSON EL,-96.73754397,33.011667
2228 WESTLAKE DR PLANO TX 75075,2144,A1,136320,WILSON EL,-96.73741304,33.00974101
2228 WESTRIDGE DR PLANO TX 75075,2215,A1,136759,WILSON EL,-96.73750197,33.01070798
2229 WESTRIDGE DR PLANO TX 75075,2198,A1,156618,WILSON EL,-96.73752603,33.01121299
1901 MIDCREST DR PLANO TX 75075,2601,A1,164688,WILSON EL,-96.72931101,33.01177601
17817 CARROLLWOOD DR DALLAS TX 75252,2624,A1,252738,FRANKFORD EL,-96.77728299,32.99344298
1901 NORTHCREST DR PLANO TX 75075,2088,A1,140403,WILSON EL,-96.73009899,33.01009602
17817 COIT RD DALLAS TX 75252,190994,B1,15169709,FRANKFORD EL,-96.76887502,32.99295201
1901 WESTLAKE DR PLANO TX 75075,2178,A1,141231,WILSON EL,-96.73017502,33.00923901
17817 COIT RD DALLAS TX 75252,0,C3,70276,FRANKFORD EL,-96.76887502,32.99295201
1901 WESTRIDGE DR PLANO TX 75075,2429,A1,145918,WILSON EL,-96.72931797,33.01088702
17818 BENCHMARK DR DALLAS TX 75252,2266,A1,230953,FRANKFORD EL,-96.77053698,32.99606798
1904 MIDCREST DR PLANO TX 75075,2357,A1,173062,WILSON EL,-96.729582,33.01129501
17818 CARROLLWOOD DR DALLAS TX 75252,2463,A1,240835,FRANKFORD EL,-96.777284,32.99299602
1904 NORTHCREST DR PLANO TX 75075,1780,A1,121323,WILSON EL,-96.73043301,33.00969
17819 BENCHMARK DR DALLAS TX 75252,1743,A1,196998,FRANKFORD EL,-96.77045501,32.996503
1904 WESTLAKE DR PLANO TX 75075,1755,A1,131375,WILSON EL,-96.73042203,33.00878999
17822 BENCHMARK DR DALLAS TX 75252,3158,A1,286660,FRANKFORD EL,-96.77071904,32.99606199
1904 WESTRIDGE DR PLANO TX 75075,2393,A1,157619,WILSON EL,-96.73032597,33.010596
17823 BENCHMARK DR DALLAS TX 75252,1907,A1,205246,FRANKFORD EL,-96.77065198,32.99651
1905 MIDCREST DR PLANO TX 75075,2244,A1,152529,WILSON EL,-96.72960899,33.01177001
17826 BENCHMARK DR DALLAS TX 75252,2266,A1,235954,FRANKFORD EL,-96.77088399,32.99607301
1905 NORTHCREST DR PLANO TX 75075,2118,A1,147288,WILSON EL,-96.73036503,33.010135
1905 WESTLAKE DR PLANO TX 75075,1963,A1,130129,WILSON EL,-96.73044701,33.00927899
1905 WESTRIDGE DR PLANO TX 75075,2108,A1,138369,WILSON EL,-96.72960203,33.010912
1908 MIDCREST DR PLANO TX 75075,2818,A1,155915,WILSON EL,-96.72987302,33.01134002
17827 BENCHMARK DR DALLAS TX 75252,1997,A1,211000,FRANKFORD EL,-96.77082297,32.99649102
17830 BENCHMARK DR DALLAS TX 75252,3305,A1,289307,FRANKFORD EL,-96.771072,32.996071
17831 BENCHMARK DR DALLAS TX 75252,2266,A1,233000,FRANKFORD EL,-96.77100302,32.99651101
17834 BENCHMARK DR DALLAS TX 75252,2649,A1,253036,FRANKFORD EL,-96.77126897,32.99605202
17835 BENCHMARK DR DALLAS TX 75252,2782,A1,265878,FRANKFORD EL,-96.77119999,32.99650502
17838 BENCHMARK DR DALLAS TX 75252,2313,A1,219000,FRANKFORD EL,-96.77145002,32.99607201
2404 MESA DR RICHARDSON TX 75080,2702,A1,294439,HARMONY EL,-96.73377798,32.98667799
2404 NORTHCREST DR PLANO TX 75075,2028,A1,126735,WILSON EL,-96.73958496,33.00939898
2404 SKYVIEW DR RICHARDSON TX 75080,0,C1,2850,HARMONY EL,-96.73435096,32.98602399
2404 WESTRIDGE DR PLANO TX 75075,1979,A1,141978,WILSON EL,-96.73972502,33.010244
2405 GRANDVIEW DR PLANO TX 75075,2307,A1,159377,WILSON EL,-96.740282,33.01158599
2405 MESA DR RICHARDSON TX 75080,2293,A1,249017,HARMONY EL,-96.73415298,32.98618098
2405 NORTHCREST DR PLANO TX 75075,2012,A1,141749,WILSON EL,-96.73947298,33.00984901
2405 WESTRIDGE DR PLANO TX 75075,1906,A1,138429,WILSON EL,-96.73974003,33.010725
2406 MESA DR RICHARDSON TX 75080,2579,A1,245031,HARMONY EL,-96.73401099,32.98691201
2406 SKYVIEW DR RICHARDSON TX 75080,2826,A1,183000,HARMONY EL,-96.73464198,32.98607298
2407 MESA DR RICHARDSON TX 75080,2112,A1,253177,HARMONY EL,-96.73434099,32.98642599
2408 GRANDVIEW DR PLANO TX 75075,2462,A1,166730,WILSON EL,-96.740526,33.011121
2408 MESA DR RICHARDSON TX 75080,4601,A1,379001,HARMONY EL,-96.73422004,32.98716301
2408 NORTHCREST DR PLANO TX 75075,1760,A1,149976,WILSON EL,-96.73984396,33.009395
2408 SKYVIEW DR RICHARDSON TX 75080,4067,A1,337911,HARMONY EL,-96.73491699,32.98625701
2408 WESTRIDGE DR PLANO TX 75075,2072,A1,130469,WILSON EL,-96.73998997,33.01025201
2409 CUSTER CV RICHARDSON TX 75080,0,C1,10450,SHEPARD EL,-96.72851297,32.98595798
2409 GRANDVIEW DR PLANO TX 75075,2617,A1,172839,WILSON EL,-96.740541,33.01161302
2409 MESA DR RICHARDSON TX 75080,2996,A1,251015,HARMONY EL,-96.73450301,32.986637
2520 LITTLE CREEK DR RICHARDSON TX 75080,3202,A1,317814,SHEPARD EL,-96.72668597,32.98789198
2409 NORTHCREST DR PLANO TX 75075,1890,A1,137876,WILSON EL,-96.73974598,33.00985399
2409 WESTRIDGE DR PLANO TX 75075,2094,A1,149977,WILSON EL,-96.73999903,33.01072802
2410 CUSTER PKWY RICHARDSON TX 75080,2493,A1,163014,SHEPARD EL,-96.72777704,32.98597102
